id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000001,"drive-download-20260403T124026Z-3-001_224929\1,8cv 4e8p nema42 2 50,60hz 30x68 605012085.pdf",,1,monofasico,1/8,790 / 1700,220,4 e 8,50/60,NEMA 42,24,,"68,00",12UF 250VAC,1 X 29 (COBRE),380,1:4,,,,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1
000002,"drive-download-20260403T124026Z-3-001_224929\1.5cv 2,4p iec63r 2 260,150hz 70x56.4 605012237.pdf",,2,trifasico,"1,5",14000 / 4200,220,2/4,260/150,IEC 63R,24,70mm,"56,40",1,1 X 23 (COBRE) - 10.5002.001,62:62,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000003,drive-download-20260403T124026Z-3-001_224929\506001026.pdf,,3,trifasico,"1,5",15190,220,2,260,IEC 63R,,,"48,80",SEM,1 X 23 (COBRE) - 10.5002.001,55:55,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000004,drive-download-20260403T124026Z-3-001_224929\506001031.pdf,,4,trifasico,1/2,3225,180,4,120,,24,,"56,40",SEM,1 X 23 (COBRE) - 10.5002.001,72:72,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000005,drive-download-20260403T124026Z-3-001_224929\5cv 2p iec90 23 60hz 130x74.2 605038015.pdf,,5,trifasico,5,3445,220/380,2,60,IEC 90,24,130,"74,20",SEM,2 X 21 + 1 X 20 (COBRE) - 10.5002.008 + 10.5002.010,26:26,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000006,drive-download-20260403T124026Z-3-001_224929\5cv 4p iec100 234 60hz 160x97.5 606504415.pdf,,6,trifasico,5,1750,220/380/440,4,60,IEC 100,36,160,"97,50",SEM,2 X 22 + 1 X 24 (COBRE) - 10.5002.009 + 10.5002.002,41/41/41,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000007,drive-download-20260403T124026Z-3-001_224929\605007110.pdf,,7,monofasico,1/3,1530,127,4,60,IEC 63R,24,,"56,40",45UF 250VAC,1 X 23,34:68,1:4:6,1 X 23,34:68,1:4:6,VERDE_AUTO_GEMINI,,gemini,0.90,0
000008,drive-download-20260403T124026Z-3-001_224929\605007130.pdf,,8,trifasico,1/2,1600,220/380,4,60,IEC 63R,24,50,"56,40",1,1 X 27,170:170,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000009,drive-download-20260403T124026Z-3-001_224929\605007145.pdf,,9,trifasico,1,1526,220/380,4,60,NEMA 42,24,,"68,00",SEM,1 X 23 (COBRE) - 10.5002.001,98:98,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000010,drive-download-20260403T124026Z-3-001_224929\605007148.pdf,,10,trifasico,1,1510,220/380,4,60,NEMA 42,24,60mm,"68,00",SEM,1 X 24 (COBRE) - 10.5002.002,122:122,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000011,drive-download-20260403T124026Z-3-001_224929\605007153.pdf,,11,monofasico,1/2,1435,220,4,60,NEMA 42,24,70,"68,00",20UF 380VAC,1 X 22 (ALUMINIO),42:84,1:4:6,1 X 22 (ALUMINIO),42:84,1:4:6,VERDE_AUTO_GEMINI,,gemini,0.90,0
000012,drive-download-20260403T124026Z-3-001_224929\605007169.pdf,,12,monofasico,1/4,1530,220,4,60,IEC 63 MUELLER,,50,"56,40",12UF 380VAC,1 X 24 (ALUMINIO),38:128,1:4:6,1 X 24 (ALUMINIO),90:92,1:4:6,VERDE_AUTO_GEMINI,,gemini,0.90,0
000013,drive-download-20260403T124026Z-3-001_224929\605007181.pdf,,13,trifasico,1/3,1625,220,4,60,IEC 63,24,60,"56,40",SEM,1 X 25 (ALUMINIO),94:94,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000014,drive-download-20260403T124026Z-3-001_224929\605012082.pdf,,14,trifasico,1/2,1675,220/380,4,60,NEMA 48,36,,"81,40",1,1 X 25 (ALUMINIO),116:116:116,1:8:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.95,0
