id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano,potencia_cv_original_auditor,potencia_cv_normalizada,audit_normalizacao_rastreavel,audit_power_trace_note,audit_tipo_motor_sugerido,audit_type_trace_note,audit_rpm_original,audit_rpm_normalizado,audit_rpm_trace_note,audit_outlier_mecanico,audit_outlier_trace_note,diametro_mm_original_auditor,diametro_mm_normalizado,espiras_principal_original_auditor,espiras_auxiliar_original_auditor,espiras_principal_normalizada,espiras_auxiliar_normalizada,audit_espiras_trace_note,audit_trace_note,alertas,alertas_warnings,alertas_criticos,n_alertas,n_alertas_blocking,n_alertas_warnings,n_alertas_criticos
000001,"drive-download-20260403T124026Z-3-001_224929\1,8cv 4e8p nema42 2 50,60hz 30x68 605012085.pdf",,1,monofasico,1/8,790 / 1700,220,4 e 8,50/60,NEMA 42,24,,"68,00",12UF 250VAC,1 X 29 (COBRE),380,1:4,,,,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1,1/8,,,,,,790 / 1700,,"fora_sem_evid; rpms=[790, 1700]; freq=50/60",,,"68,00",,380,,,,,,A02_mono_sem_fio_espiras_passo_auxiliar;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=790;S_pipeline_AMARELO_REVISAR,,A02_mono_sem_fio_espiras_passo_auxiliar;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=790,3,2,0,2
000002,"drive-download-20260403T124026Z-3-001_224929\1.5cv 2,4p iec63r 2 260,150hz 70x56.4 605012237.pdf",,2,trifasico,"1,5",14000 / 4200,220,2/4,260/150,IEC 63R,24,70mm,"56,40",1,1 X 23 (COBRE) - 10.5002.001,62:62,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,"1,5",,,,,,14000 / 4200,,"absurdo_gt5000; rpms=[14000, 4200]",,,"56,40",,62:62,,,,,,A08_rpm_absoluto_absurdo_rpm=14000,,A08_rpm_absoluto_absurdo_rpm=14000,1,1,0,1
000003,drive-download-20260403T124026Z-3-001_224929\506001026.pdf,,3,trifasico,"1,5",15190,220,2,260,IEC 63R,,,"48,80",SEM,1 X 23 (COBRE) - 10.5002.001,55:55,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,"1,5",,,,,,15190,,absurdo_gt5000; rpms=[15190],,,"48,80",,55:55,,,,,,A08_rpm_absoluto_absurdo_rpm=15190,,A08_rpm_absoluto_absurdo_rpm=15190,1,1,0,1
000004,drive-download-20260403T124026Z-3-001_224929\506001031.pdf,,4,trifasico,1/2,3225,180,4,120,,24,,"56,40",SEM,1 X 23 (COBRE) - 10.5002.001,72:72,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,1/2,,,,,,3225,,nenhum_in_band; rpms=[3225]; freq=120,,,"56,40",,72:72,,,,,,A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=3225,,A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=3225,1,1,0,1
000005,drive-download-20260403T124026Z-3-001_224929\5cv 2p iec90 23 60hz 130x74.2 605038015.pdf,,5,trifasico,5,3445,220/380,2,60,IEC 90,24,130,"74,20",SEM,2 X 21 + 1 X 20 (COBRE) - 10.5002.008 + 10.5002.010,26:26,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,5,,,,,,3445,,,,,"74,20",,26:26,,,,,,,,,0,0,0,0
000006,drive-download-20260403T124026Z-3-001_224929\5cv 4p iec100 234 60hz 160x97.5 606504415.pdf,,6,trifasico,5,1750,220/380/440,4,60,IEC 100,36,160,"97,50",SEM,2 X 22 + 1 X 24 (COBRE) - 10.5002.009 + 10.5002.002,41/41/41,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,5,,,,,,1750,,,,,"97,50",,41/41/41,,,,,,,,,0,0,0,0
000007,drive-download-20260403T124026Z-3-001_224929\605007110.pdf,,7,monofasico,1/3,1530,127,4,60,IEC 63R,24,,"56,40",45UF 250VAC,1 X 23,34:68,1:4:6,1 X 23,34:68,1:4:6,VERDE_AUTO_GEMINI,,gemini,0.90,0,1/3,,,,,,1530,,,,,"56,40",,34:68,34:68,,,,,,,,0,0,0,0
000008,drive-download-20260403T124026Z-3-001_224929\605007130.pdf,,8,trifasico,1/2,1600,220/380,4,60,IEC 63R,24,50,"56,40",1,1 X 27,170:170,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,1/2,,,,,,1600,,,,,"56,40",,170:170,,,,,,,,,0,0,0,0
000009,drive-download-20260403T124026Z-3-001_224929\605007145.pdf,,9,trifasico,1,1526,220/380,4,60,NEMA 42,24,,"68,00",SEM,1 X 23 (COBRE) - 10.5002.001,98:98,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,1,,,,,,1526,,,,,"68,00",,98:98,,,,,,,,,0,0,0,0
000010,drive-download-20260403T124026Z-3-001_224929\605007148.pdf,,10,trifasico,1,1510,220/380,4,60,NEMA 42,24,60mm,"68,00",SEM,1 X 24 (COBRE) - 10.5002.002,122:122,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,1,,,,,,1510,,,,,"68,00",,122:122,,,,,,,,,0,0,0,0
