id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000001,drive-download-20260403T124026Z-3-001_224929\605053005.pdf,,1,trifasico,3/4,1640,220/380,4,60,NEMA 42,24,80mm,"68,00",SEM,1 X 23 (COBRE) - 10.5002.001,98-98,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,1.00,0
000002,drive-download-20260403T124026Z-3-001_224929\605054007.pdf,,2,trifasico,"1,5",3420,220/380,2,60,IEC 80,24,70,"61,40",SEM,2 X 23 (COBRE) - 10.5002.001,60:60,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.95,0
000003,drive-download-20260403T124026Z-3-001_224929\605054008.pdf,,3,trifasico,2,3380,220/380,2,60,80mm,24,,"61,40 FLAMADO",SEM,1 X 22 + 1 X 23 (COBRE) - 10.5002.009 + 10.5002.001,52:52,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,1.00,0
000004,drive-download-20260403T124026Z-3-001_224929\605054009.pdf,,4,trifasico,3,3470,220/380,2,60,,24,,"74,20 FLAMADO",SEM,3 X 22 (COBRE) - 10.5002.009,36:36,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000005,drive-download-20260403T124026Z-3-001_224929\605054010.pdf,,5,trifasico,4,3470,220/380,2,60,,,115,"74,20",SEM,3 X 21 (COBRE),29:29,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000006,drive-download-20260403T124026Z-3-001_224929\605057001.pdf,,6,trifasico,1/4,3375,220/380,2,60,IEC 63R,24,30,"49,40",SEM,1 X 28 (COBRE) - 10.5002.006,176:176,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,1.00,0
000007,drive-download-20260403T124026Z-3-001_224929\605057002.pdf,,7,trifasico,1/3,3380,220/380,2,60,,24,40,"49,40",SEM,1 X 27,140:140,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,1.00,0
000008,drive-download-20260403T124026Z-3-001_224929\605057003.pdf,,8,trifasico,1/2,2745/3375,220/380,2,50/60,IEC 63R,24,50,49.40,SEM,1 X 26 (COBRE) - 10.5002.004,115:115,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000009,drive-download-20260403T124026Z-3-001_224929\605057004.pdf,,9,trifasico,1/2,3350,220/380,2,60,NEMA 42,24,40,,SEM,1 X 24 (COBRE) - 10.5002.002,110:110,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000010,drive-download-20260403T124026Z-3-001_224929\605057005.pdf,,10,trifasico,3/4,3340,220/380,2,60,NEMA 42,24,50,"57,90",SEM,1 X 23 (COBRE) - 10.5002.001,86:86,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.77,0
000011,drive-download-20260403T124026Z-3-001_224929\605057007.pdf,,11,trifasico,"1,5",3420,220/380,2,60,IEC 80,,70mm,"61,40 FLAMADO",SEM,2 X 23 (COBRE) - 10.5002.001,60:60,1:10:12,*.*.*,*.*.*,*.*.*,VERDE_AUTO_GEMINI,,gemini,0.80,0
000012,drive-download-20260403T124026Z-3-001_224929\605057008.pdf,,12,trifasico,2,3380,220/380,2,60,,,,,SEM,1 X 22 + 1 X 23 (COBRE) - 10.5002.009 + 10.5002.001,52:52,1:10:12,*.*.*,*.*.*,*.*.*,VERDE_AUTO_GEMINI,,gemini,1.00,0
000013,drive-download-20260403T124026Z-3-001_224929\605057009.pdf,,13,trifasico,3,3470,220/380,2,60,IEC 90,,100,"74,20 FLAMADO",SEM,3 X 22 (COBRE) - 10.5002.009,36:36,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000014,drive-download-20260403T124026Z-3-001_224929\605058001.pdf,,14,trifasico,1/6,1700,220/380,4,60,IEC 63R,24,35,"56,40","56,40",1 X 28,230-230,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
