id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano,potencia_cv_original_auditor,potencia_cv_normalizada,audit_normalizacao_rastreavel,audit_power_trace_note,audit_tipo_motor_sugerido,audit_type_trace_note,audit_rpm_original,audit_rpm_normalizado,audit_rpm_trace_note,audit_outlier_mecanico,audit_outlier_trace_note,diametro_mm_original_auditor,diametro_mm_normalizado,espiras_principal_original_auditor,espiras_auxiliar_original_auditor,espiras_principal_normalizada,espiras_auxiliar_normalizada,audit_espiras_trace_note,audit_trace_note,alertas,alertas_warnings,alertas_criticos,n_alertas,n_alertas_blocking,n_alertas_warnings,n_alertas_criticos
000001,"drive-download-20260403T124026Z-3-001_224929\1,8cv 4e8p nema42 2 50,60hz 30x68 605012085.pdf",,1,monofasico,1/8,790 / 1700,220,4 e 8,50/60,NEMA 42,24,,"68,00",12UF 250VAC,1 X 29 (COBRE),380,1:4,,,,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1,1/8,,,,,,790 / 1700,,"fora_sem_evid; rpms=[790, 1700]; freq=50/60",,,"68,00",,380,,,,,,A02_mono_sem_fio_espiras_passo_auxiliar;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=790;S_pipeline_AMARELO_REVISAR,,A02_mono_sem_fio_espiras_passo_auxiliar;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=790,3,2,0,2
000002,"drive-download-20260403T124026Z-3-001_224929\1.5cv 2,4p iec63r 2 260,150hz 70x56.4 605012237.pdf",,2,trifasico,"1,5",14000 / 4200,220,2/4,260/150,IEC 63R,,70mm,"56,40",SEM,1 X 23 (COBRE) - 10.5002.001,62:62,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,"1,5",,,,,,14000 / 4200,,"absurdo_gt5000; rpms=[14000, 4200]",,,"56,40",,62:62,,,,,,A08_rpm_absoluto_absurdo_rpm=14000,,A08_rpm_absoluto_absurdo_rpm=14000,1,1,0,1
000003,"drive-download-20260403T124026Z-3-001_224929\3,4cv 4p nema56 12 60hz 45x97.1 605012196.pdf",,3,monofasico,3/4,1745,110-127/220-254,4,60,NEMA 56,36,45,"97,10",10.5005.113 CP 40UF 250VAC UL C/ TERMI,1 X 19 (COBRE) - 10.5002.011,16:38:52,1:4:6:8,1 X 20 (COBRE) - 10.5002.010,18:26:44,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,3/4,,,,,,1745,,,,,"97,10",,16:38:52,18:26:44,,,,,,,,0,0,0,0
000004,"drive-download-20260403T124026Z-3-001_224929\3,4cv 4p nema56 12 60hz 60x97.4 605012248 r.pdf",,4,monofasico,3/4,1750,110-127/220-254,4,60,NEMA 56,32,60,"97,40",Permanente: 50uF 250VAC; Partida: 378/454uF 110VAC,1 X 21 (COBRE) - 10.5002.008,40:72:84,1:4:6:8,1 X 19 (COBRE) - 10.5002.011,8:10:34,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,1.00,0,3/4,,,,,,1750,,,,,"97,40",,40:72:84,8:10:34,,,,,,,,0,0,0,0
000005,"drive-download-20260403T124026Z-3-001_224929\3,4cv 6p iec80 23 60hz 81.5x130 606506004.pdf",,5,trifasico,3/4,1140,220/380,6,60,IEC 80,36,130,"81,50",1,1 X 25 + 1 X 26,61:61,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,3/4,,,,,,1140,,,,,"81,50",,61:61,,,,,,,,,0,0,0,0
000006,"drive-download-20260403T124026Z-3-001_224929\3,4cv 6p iec80 23 60hz 95x81.4 605072505.pdf",,6,trifasico,3/4,1140,220/380,6,60,IEC 80,36,95mm,"81,40 FLAMADO",SEM,1 X 26 + 1 X 27 (COBRE) - 10.5002.004 + 10.5002.005,74:74,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,3/4,,,,,,1140,,,,,"81,40 FLAMADO",,74:74,,,,,,,,,0,0,0,0
000007,"drive-download-20260403T124026Z-3-001_224929\3,4cv 6p iec80 234 60hz 95x81.4 605012282 r.pdf",,7,trifasico,3/4,1130,220/380/440,6,60,IEC 80,36,95,"81,40",SEM,1 X 27 (COBRE) - 10.5002.005,150,1:6,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,3/4,,,,,,1130,,,,,"81,40",,150,,,,,,,,,0,0,0,0
000008,"drive-download-20260403T124026Z-3-001_224929\3,4cv 6p iec80 234 60hz 95x81.4 605012282.pdf",,8,trifasico,3/4,1130,220/380/440,6,60,,36,95,"81,40",SEM,1 X 27,150,1:6,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,3/4,,,,,,1130,,,,,"81,40",,150,,,,,,,,,0,0,0,0
000009,"drive-download-20260403T124026Z-3-001_224929\3,4cv 6p iec90 234 60hz 89.5x90 606506405.pdf",,9,trifasico,3/4,1155,220/380/440,6,60,IEC 90,36,,89.50,1,1 X 25 (COBRE) - 10.5002.003,152,1:6,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,3/4,,,,,,1155,,,,,89.50,,152,,,,,,,,,0,0,0,0
000010,"drive-download-20260403T124026Z-3-001_224929\3,5cv 4p nema56 2 60hz 130x97.1 605012147.pdf",,10,monofasico,"3,5",1720,220,4,60,NEMA 56,,,"97,10",2 X 60UF 250VAC + 1 X 540/648UF 110VAC,3 X 19 (COBRE) - 10.5002.011,7:13:18,1:4:6:8,2 X 20 (COBRE) - 10.5002.010,8:9:23,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,"3,5",,,,,,1720,,,,,"97,10",,7:13:18,8:9:23,,,,,,,,0,0,0,0
