id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000001,"drive-download-20260403T124026Z-3-001_224929\1,8cv 4e8p nema42 2 50,60hz 30x68 605012085.pdf",,1,monofasico,1/8,790 / 1700,220,4 e 8,50/60,NEMA 42,24,,"68,00",12UF 250VAC,1 X 29,380,1:4,,,,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1
000002,"drive-download-20260403T124026Z-3-001_224929\1.5cv 2,4p iec63r 2 260,150hz 70x56.4 605012237.pdf",,2,trifasico,"1,5",14000 / 4200,220,2/4,260/150,IEC 63R,24,70mm,"56,40",1,1 X 23 (COBRE) - 10.5002.001,62:62,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000003,drive-download-20260403T124026Z-3-001_224929\605012318.pdf,,3,trifasico,1,1735,220/380,4,60,IEC 80,36,75,"81,50",SEM,1 X 25 + 1 X 26 (COBRE) - 10.5002.003 + 10.5002.004,62 / 62,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000004,drive-download-20260403T124026Z-3-001_224929\605012319.pdf,,4,trifasico,"1,5",1730,220/380,4,60,IEC 80,36,95,"81,50",SEM,1 X 24 + 1 X 25 (COBRE) - 10.5002.002 + 10.5002.003,46:46 / 46,1:8/10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000005,drive-download-20260403T124026Z-3-001_224929\605012320.pdf,,5,trifasico,2,1735,220/380,4,60,IEC 90,36,100,"89,40",SEM,2 X 23,41,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0
000006,drive-download-20260403T124026Z-3-001_224929\605012321.pdf,,6,trifasico,"1,5",,220/380,4,60,IEC 90,36,130,"89,50",SEM,2 X 22 (ALUMINIO) - 10.5025.002,39 / 39,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000007,drive-download-20260403T124026Z-3-001_224929\605012324.pdf,,7,trifasico,2,3400,220/380/440,2,60,IEC 80,24,80,"61,40",SEM,1 X 22 (COBRE) - 10.5002.009,100:100,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000008,drive-download-20260403T124026Z-3-001_224929\605012333.pdf,,8,trifasico,3,3355,220/380,2,60,NEMA 48,24,,"71,70",SEM,1 X 18 (COBRE) - 10.5002.012,40:40,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000009,drive-download-20260403T124026Z-3-001_224929\605012334.pdf,,9,trifasico,3,1725,220/380,4,60,IEC 100,36,65,"97,30",SEM,1 X 21 (ALUMINIO),84,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000010,drive-download-20260403T124026Z-3-001_224929\605012335.pdf,,10,trifasico,1,3410,220/380/440,2,60,NEMA 42,24,70,"57,90",SEM,1 X 25,124:124,1:10:12,,,,AMARELO_REVISAR,,gemini,0.72,1
000011,drive-download-20260403T124026Z-3-001_224929\605012339.pdf,,11,monofasico,1/4,2850//3455,110-127/220-254,2,50/60,NEMA 42,24,,"57,90",10.5005.107 CP 30UF 250VAC UL C/ TERMIN,1 X 21 (ALUMINIO) - 10.5025.004,52:62:62:62,1:6:8:10:12,2 X 24 (ALUMINIO) - 10.5025.001,10:60:60,1:8:10:12,VERDE_AUTO_GEMINI,,gemini,0.90,0
000012,drive-download-20260403T124026Z-3-001_224929\605012360.pdf,,12,monofasico,2,1740,220-254/440-508,4,60,NEMA 56,32,130,"97,10","PERM: 20uF 400VAC, PART: 189/227uF 250VAC",1 X 21 (COBRE) - 10.5002.008,44:72:88,1:4:6:8,1 X 20 (COBRE) - 10.5002.010,9:11:44,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0
000013,drive-download-20260403T124026Z-3-001_224929\605012363.pdf,,13,trifasico,1/2,1140,220/380/440,6,60,IEC 80,36,75,"81,40",1,1 X 28 (COBRE) - 10.5002.006,200,1:6,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000014,drive-download-20260403T124026Z-3-001_224929\605012381.pdf,,14,trifasico,4,1440 / 1740,220/380,4,50/60,IEC 100,36,100,"97,20",SEM,1 X 20 (COBRE) - 10.5002.010,60:60 / 60,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.95,0
