id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano,categoria,notas,campos_obrig_faltando,alertas_criticos_A,audit_normalizacao_rastreavel,audit_warnings_A,audit_outlier_mecanico,audit_outlier_trace_note,diametro_mm_original_auditor,diametro_mm_normalizado,espiras_principal_original_auditor,espiras_auxiliar_original_auditor,espiras_principal_normalizada,espiras_auxiliar_normalizada,audit_espiras_trace_note,gemini_falhou,gemini_erro_resumo
000001,"drive-download-20260403T124026Z-3-001_224929\1,8cv 4e8p nema42 2 50,60hz 30x68 605012085.pdf",,1,monofasico,1/8,790 / 1700,220,4 e 8,50/60,NEMA 42,24,,"68,00",12UF 250VAC,1 X 29 (COBRE),380,1:4,,,,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1,AMARELO_REVISAR,faltando_obrigatorio,"fio_auxiliar,espiras_auxiliar,passo_auxiliar",A02_mono_sem_fio_espiras_passo_auxiliar;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=790,,,,,"68,00",,380,,,,,0,
000002,"drive-download-20260403T124026Z-3-001_224929\1.5cv 2,4p iec63r 2 260,150hz 70x56.4 605012237.pdf",,2,trifasico,"1,5",14000 / 4200,220,2/4,260/150,IEC 63R,,70mm,"56,40",SEM,1 X 23 (COBRE) - 10.5002.001,62:62,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_COM_ALERTA,A*:A08_rpm_absoluto_absurdo_rpm=14000,,A08_rpm_absoluto_absurdo_rpm=14000,,,,,"56,40",,62:62,,,,,0,
000003,drive-download-20260403T124026Z-3-001_224929\2cv 4p iec90 23 60hz 120x89.4 605013241 r.pdf,,3,trifasico,2,1745,220/380,4,60,IEC 90,36,,"89,40",SEM,2 X 22 (ALUMINIO) - 10.5025.002,36/36,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"89,40",,36/36,,,,,0,
000004,drive-download-20260403T124026Z-3-001_224929\2cv 4p iec90 23 60hz 120x89.4 605013241.pdf,,4,trifasico,2,1745,220/380,4,60,IEC 90,36,,"89,40",SEM,2 X 22 (ALUMINIO) - 10.5025.002,36/36,1:8/10/1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0,VERDE_SEGURO,,,,,,,,"89,40",,36/36,,,,,0,
000005,drive-download-20260403T124026Z-3-001_224929\2cv 4p iec90 24 60hz 89.4x100 605165008.pdf,,5,trifasico,2,1750,220/440,4,60,IEC 90,36,,"89,40",SEM,1 X 20,44 / 44 / 44,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0,VERDE_SEGURO,,,,,,,,"89,40",,44 / 44 / 44,,,,,0,
000006,drive-download-20260403T124026Z-3-001_224929\2cv 4p nema56 12 60hz 100x97.1 605012199.pdf,,6,monofasico,2,1725,110-127/220-254,4,60,NEMA 56,32,100,"97,10",2 X 30UF 250VAC,2 X 19 (COBRE) - 10.5002.011,10:22:26,1:4:6:8,1 X 19 (COBRE) - 10.5002.011,8:16:34,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.85,0,VERDE_SEGURO,,,,,,,,"97,10",,10:22:26,8:16:34,,,,0,
000007,drive-download-20260403T124026Z-3-001_224929\2cv 4p nema56 12 60hz 130x97.1 605012251 r.pdf,,7,monofasico,2,1730,110-127/220-254,4,60,NEMA 56,32,130,"97,10",Permanente: 60UF 250VAC; Partida: 540/648UF 110VAC,1 X 18 (COBRE) - 10.5002.012,18:36:46,1:4:6:8,2 X 20 (COBRE) - 10.5002.010,7:10:22,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"97,10",,18:36:46,7:10:22,,,,0,
000008,drive-download-20260403T124026Z-3-001_224929\2cv 4p nema56 12 60hz 130x97.1 605012251.pdf,,8,monofasico,2,1730,110-127/220-254,4,60,NEMA 56,32,130,"97,10",PERMANENTE: 60UF 250VAC UL C/ TERMINAL (LIGADO NOS CABOS BRANCOS); PARTIDA: 540/648UF 110VAC C/ TERMINAL 1L (LIGADO NOS CABOS PRETOS),3 X 20 (COBRE) - 10.5002.010,9:18:23,1:4:6:8,2 X 20 (COBRE) - 10.5002.010,7:10:22,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"97,10",,9:18:23,7:10:22,,,,0,
000009,drive-download-20260403T124026Z-3-001_224929\2cv 4p nema56 12 60hz 97.4x100 605046033.pdf,,9,monofasico,2,1730,110-127/220-254,4,60,NEMA 56,32,100,"97,40",PERM. 60UF 250VAC; ELETR. 540/648UF 110VAC,1 X 19 (ALUMINIO),16:38:52,1:4:6:8,1 X 17 (ALUMINIO),8:12:22,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.80,0,VERDE_SEGURO,,,,,,,,"97,40",,16:38:52,8:12:22,,,,0,
000010,drive-download-20260403T124026Z-3-001_224929\2cv 6p iec100 23 60hz 110x97.3 605072008.pdf,,10,trifasico,2,1150,220/380,6,60,IEC 100,36,,"97,30",SEM,2 X 21 (COBRE),43,1:6,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"97,30",,43,,,,,0,
