id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano,categoria,notas,campos_obrig_faltando,alertas_criticos_A,audit_normalizacao_rastreavel,audit_warnings_A,audit_outlier_mecanico,audit_outlier_trace_note,diametro_mm_original_auditor,diametro_mm_normalizado,espiras_principal_original_auditor,espiras_auxiliar_original_auditor,espiras_principal_normalizada,espiras_auxiliar_normalizada,audit_espiras_trace_note,gemini_falhou,gemini_erro_resumo
000001,"drive-download-20260403T124026Z-3-001_224929\1,8cv 4e8p nema42 2 50,60hz 30x68 605012085.pdf",,1,monofasico,1/8,790 / 1700,220,4 e 8,50/60,NEMA 42,24,,"68,00",12UF 250VAC,1 X 29,380,1:4,,,,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1,AMARELO_REVISAR,faltando_obrigatorio,"fio_auxiliar,espiras_auxiliar,passo_auxiliar",A02_mono_sem_fio_espiras_passo_auxiliar;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=790,,,,,"68,00",,380,,,,,0,
000002,"drive-download-20260403T124026Z-3-001_224929\1.5cv 2,4p iec63r 2 260,150hz 70x56.4 605012237.pdf",,2,trifasico,"1,5",14000 / 4200,220,2/4,260/150,IEC 63R,24,70mm,"56,40",1,1 X 23 (COBRE) - 10.5002.001,62:62,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,VERDE_COM_ALERTA,A*:A08_rpm_absoluto_absurdo_rpm=14000,,A08_rpm_absoluto_absurdo_rpm=14000,,,,,"56,40",,62:62,,,,,0,
000003,drive-download-20260403T124026Z-3-001_224929\605012318.pdf,,3,trifasico,1,1735,220/380,4,60,IEC 80,36,75,"81,50",SEM,1 X 25 + 1 X 26 (COBRE) - 10.5002.003 + 10.5002.004,62 / 62,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"81,50",,62 / 62,,,,,0,
000004,drive-download-20260403T124026Z-3-001_224929\605012319.pdf,,4,trifasico,"1,5",1730,220/380,4,60,IEC 80,36,95,"81,50",SEM,1 X 24 + 1 X 25 (COBRE) - 10.5002.002 + 10.5002.003,46:46 / 46,1:8/10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"81,50",,46:46 / 46,,,,,0,
000005,drive-download-20260403T124026Z-3-001_224929\605012320.pdf,,5,trifasico,2,1735,220/380,4,60,IEC 90,36,100,"89,40",SEM,2 X 23,41,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0,VERDE_SEGURO,,,,,,,,"89,40",,41,,,,,0,
000006,drive-download-20260403T124026Z-3-001_224929\605012321.pdf,,6,trifasico,"1,5",,220/380,4,60,IEC 90,36,130,"89,50",SEM,2 X 22 (ALUMINIO) - 10.5025.002,39 / 39,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,VERDE_SEGURO,,,,,,,,"89,50",,39 / 39,,,,,0,
000007,drive-download-20260403T124026Z-3-001_224929\605012324.pdf,,7,trifasico,2,3400,220/380/440,2,60,IEC 80,24,80,"61,40",SEM,1 X 22 (COBRE) - 10.5002.009,100:100,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"61,40",,100:100,,,,,0,
000008,drive-download-20260403T124026Z-3-001_224929\605012333.pdf,,8,trifasico,3,3355,220/380,2,60,NEMA 48,24,,"71,70",SEM,1 X 18 (COBRE) - 10.5002.012,40:40,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"71,70",,40:40,,,,,0,
000009,drive-download-20260403T124026Z-3-001_224929\605012334.pdf,,9,trifasico,3,1725,220/380,4,60,IEC 100,36,65,"97,30",SEM,1 X 21 (ALUMINIO),84,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,VERDE_SEGURO,,,,,,,,"97,30",,84,,,,,0,
000010,drive-download-20260403T124026Z-3-001_224929\605012335.pdf,,10,trifasico,1,3410,220/380/440,2,60,NEMA 42,24,70,"57,90",SEM,1 X 25,124:124,1:10:12,,,,AMARELO_REVISAR,,gemini,0.72,1,AMARELO_REVISAR,,,,,,,,"57,90",,124:124,,,,,0,
