id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano,categoria,notas,campos_obrig_faltando,alertas_criticos_A,audit_normalizacao_rastreavel,audit_warnings_A,audit_outlier_mecanico,audit_outlier_trace_note,diametro_mm_original_auditor,diametro_mm_normalizado,espiras_principal_original_auditor,espiras_auxiliar_original_auditor,espiras_principal_normalizada,espiras_auxiliar_normalizada,audit_espiras_trace_note,gemini_falhou,gemini_erro_resumo
000001,drive-download-20260408T000443Z-3-001_253069\REGULADOR CR.pdf,,1,outro,,,,,,,,,,,,,,,,,VERMELHO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.00,1,VERMELHO_DADO_RUIM,faltando_obrigatorio;baixa_confianca_local,tensao,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia,,,,,,,,,,,,0,
000002,drive-download-20260408T000443Z-3-001_253069\ROT.PDF,,2,outro,,,"TODOS VOLTS, COM TC AJUSTÁVEL",4,60,,,90,160.50,,14,170,,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.95,0,VERDE_COM_ALERTA,A*:A10_tipo_vazio_ou_desconhecido,,A10_tipo_vazio_ou_desconhecido,,,,,160.50,,170,,,,,0,
000003,drive-download-20260408T000511Z-3-001_428675\esquema vent. de ar.pdf,,3,monofasico,,,,8,,,24,,,,,08:20:36,1:3:5,,,1:4,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1,AMARELO_REVISAR,faltando_obrigatorio,"tensao,fio_principal,fio_auxiliar,espiras_auxiliar",A09_tensao_vazia;A01_mono_sem_fio_espiras_passo_principal;A02_mono_sem_fio_espiras_passo_auxiliar,1,A06_WARNING_espiras_normalizada_rastreavel,,,,,08:20:36,,8:20:36,,tokens_zeros_espiadas_substring_blob,0,
000004,drive-download-20260408T000517Z-3-001_345175\ventiladores 1.pdf,,4,outro,,,,,,,,,,,,,,,,,VERMELHO_REVISAR,faltando_obrigatorio;baixa_confianca_local;gemini_falhou:unknown_error:Extra data: line 63 column 4 (char 1544),local,0.00,1,VERMELHO_DADO_RUIM,faltando_obrigatorio;baixa_confianca_local;gemini_falhou:unknown_error:Extra data: line 63 column 4 (char 1544),tensao,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia,,,,,,,,,,,,1,unknown_error:Extra data: line 63 column 4 (char 1544)
000005,drive-download-20260408T000517Z-3-001_345175\ventiladores 2.pdf,,5,outro,,,,,,,,,,,,,,,,,VERMELHO_REVISAR,faltando_obrigatorio;baixa_confianca_local;gemini_falhou:unknown_error:Extra data: line 64 column 4 (char 1496),local,0.00,1,VERMELHO_DADO_RUIM,faltando_obrigatorio;baixa_confianca_local;gemini_falhou:unknown_error:Extra data: line 64 column 4 (char 1496),tensao,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia,,,,,,,,,,,,1,unknown_error:Extra data: line 64 column 4 (char 1496)
000006,drive-download-20260408T000517Z-3-001_345175\ventiladores 3.pdf,,6,outro,,,,,,,,17.5,44,,32,635,,34,80.152.455,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.70,1,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,tensao,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia,,,,,44,,635,80.152.455,,,,0,
000007,drive-download-20260408T000529Z-3-001_185960\0b36da0a-68fa-411f-8d98-42612aac07cd.jpg,,7,outro,55W,,220V,4,60Hz,CLASSE B,,13mm,43 mm,,AWG 34,750,PASSO UNICO,AWG 34,550,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0,VERDE_COM_ALERTA,A*:A10_tipo_vazio_ou_desconhecido,,A10_tipo_vazio_ou_desconhecido,,,,,43 mm,,750,550,,,,0,
000008,drive-download-20260408T000529Z-3-001_185960\1d217467-02db-4a7f-8017-ea2f9ac0a715.jpg,,8,monofasico,,,220,,60,,,15,46,Sim,35 AWG,950,4,36 AWG,"V1-250, V2-230, V3-460",4,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1,AMARELO_REVISAR,baixa_confianca_local,,,,,,,46,,950,"V1-250, V2-230, V3-460",,,,0,
000009,drive-download-20260408T000529Z-3-001_185960\1d9b3430-0b16-4701-b724-661974ff8b49.jpg,,9,outro,,,220,,60,,,,,,33 AWG,700,4,34 AWG,320,4,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1,AMARELO_REVISAR,baixa_confianca_local,,,1,A10_WARNING_tipo_inferido_com_evidencia=monofasico,,,,,700,320,,,,0,
000010,drive-download-20260408T000529Z-3-001_185960\324e6cbc-2bab-43ed-9303-2d560b1da7ec.jpg,,10,monofasico,,,,,,,,,,,,,,,,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.80,1,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,"tensao,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar",A09_tensao_vazia;A01_mono_sem_fio_espiras_passo_principal;A02_mono_sem_fio_espiras_passo_auxiliar,,,,,,,,,,,,0,
