id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano,potencia_cv_original_auditor,potencia_cv_normalizada,audit_normalizacao_rastreavel,audit_power_trace_note,audit_tipo_motor_sugerido,audit_type_trace_note,audit_rpm_original,audit_rpm_normalizado,audit_rpm_trace_note,audit_outlier_mecanico,audit_outlier_trace_note,diametro_mm_original_auditor,diametro_mm_normalizado,espiras_principal_original_auditor,espiras_auxiliar_original_auditor,espiras_principal_normalizada,espiras_auxiliar_normalizada,audit_espiras_trace_note,audit_trace_note,alertas,alertas_warnings,alertas_criticos,n_alertas,n_alertas_blocking,n_alertas_warnings,n_alertas_criticos
000001,drive-download-20260403T124026Z-3-001_224929\605028115.pdf,,1,trifasico,"12,5",2900,220/380/440,2,50,IEC 132,36,150,111.80 FLAMADO,SEM,2 X 20 + 2 X 21 (COBRE),25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,"12,5",,1,decimal_sem_frac_strong_manter_critico_manual,,,2900,,faixa_rpm_2p_monofreq_50Hz=(2500-3200)_ref_padrao_60Hz=(2800-3700),,,111.80 FLAMADO,,25:25:25,,,,,faixa_rpm_2p_monofreq_50Hz=(2500-3200)_ref_padrao_60Hz=(2800-3700),"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",1,1,0,1
000002,drive-download-20260403T124026Z-3-001_224929\605028315.pdf,,2,trifasico,"12,5",3490,380/660,2,60,IEC 132,36,,"111,80",SEM,2 X 20 (COBRE) - 10.5002.010,43:43:43,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,"12,5",,,decimal_sem_frac_strong_manter_critico_manual,,,3490,,,,,"111,80",,43:43:43,,,,,,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",1,1,0,1
000003,drive-download-20260403T124026Z-3-001_224929\605028715.pdf,,3,trifasico,"12,5",3490,220/380/440,2,60,IEC 132,36,140,"111,80",SEM,2 X 20 + 2 X 21 (COBRE) - 10.5002.010 + 10.5002.008,25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0,"12,5",,,decimal_sem_frac_strong_manter_critico_manual,,,3490,,,,,"111,80",,25:25:25,,,,,,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",1,1,0,1
000004,drive-download-20260403T124026Z-3-001_224929\605029715.pdf,,4,trifasico,"12,5",1750,220/380/440,4,60,IEC 132,48,150,"148,60",SEM,6 X 22,25:25,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,"12,5",,,decimal_sem_frac_strong_manter_critico_manual,,,1750,,,,,"148,60",,25:25,,,,,,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",1,1,0,1
000005,drive-download-20260403T124026Z-3-001_224929\605041001.pdf,,5,trifasico,1/3,3583,180,4,120,IEC 63,,,"56,40",SEM,1 X 24 (COBRE) - 10.5002.002,94:94,1:6:8,"***,***","***,***","***,***",VERDE_AUTO_GEMINI,,gemini,0.90,0,1/3,,,,,,3583,,nenhum_in_band; rpms=[3583]; freq=120,,,"56,40",,94:94,"***,***",,,,,A03_trifasico_com_auxiliar_preenchido;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=3583,,A03_trifasico_com_auxiliar_preenchido;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=3583,2,2,0,2
000006,drive-download-20260408T000443Z-3-001_253069\BOBI.PDF,,6,trifasico,,,220/127,4,60,,,90,,,2X#16 Al,16:17:16,,#16 Cu,2:17:16,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.90,1,,,,,,,,,,,,,,16:17:16,2:17:16,,,,,A03_trifasico_com_auxiliar_preenchido;A03b_trifasico_principal_vazio_aux_preenchido;S_pipeline_AMARELO_REVISAR,,A03_trifasico_com_auxiliar_preenchido;A03b_trifasico_principal_vazio_aux_preenchido,3,2,0,2
000007,drive-download-20260408T000443Z-3-001_253069\Esquema Eletrico Geradores Branco.pdf,,7,outro,,,110V / 220V,,,,,,,20,,,,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,,,,,,,,,,,,,,,,,,,,A10_tipo_vazio_ou_desconhecido,,A10_tipo_vazio_ou_desconhecido,1,1,0,1
000008,drive-download-20260408T000443Z-3-001_253069\EST.PDF,,8,trifasico,,,220/127,4,60,,36,,,,"1,5 mm²",,1:10,"1,0 mm²",,1:10,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.90,1,,,,,,,,,,,,,,,,,,,,A03_trifasico_com_auxiliar_preenchido;A03b_trifasico_principal_vazio_aux_preenchido;S_pipeline_AMARELO_REVISAR,,A03_trifasico_com_auxiliar_preenchido;A03b_trifasico_principal_vazio_aux_preenchido,3,2,0,2
000009,drive-download-20260408T000443Z-3-001_253069\GERADOR 15 KVA (1).pdf,,9,trifasico,,,220/380,4,50 HZ,,36,165,175,,4 FIO 4x 16 cobre,17/17/17,8/10/12,1 FIO 15 cobre,15,12,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0,,,,,,,,,,,,175,,17/17/17,15,,,,,A03_trifasico_com_auxiliar_preenchido,,A03_trifasico_com_auxiliar_preenchido,1,1,0,1
000010,drive-download-20260408T000443Z-3-001_253069\REGULADOR CR.pdf,,10,outro,,,,,,,,,,,,,,,,,VERMELHO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.20,1,,,,,,,,,,,,,,,,,,,,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia;S_pipeline_VERMELHO_REVISAR,,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia,3,2,0,2
