id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000001,drive-download-20260403T124026Z-3-001_224929\605028115.pdf,,1,trifasico,"12,5",2900,220/380/440,2,50,IEC 132,36,150,111.80 FLAMADO,SEM,2 X 20 + 2 X 21 (COBRE),25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000002,drive-download-20260403T124026Z-3-001_224929\605028315.pdf,,2,trifasico,"12,5",3490,380/660,2,60,IEC 132,36,,"111,80",SEM,2 X 20 (COBRE) - 10.5002.010,43:43:43,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000003,drive-download-20260403T124026Z-3-001_224929\605028715.pdf,,3,trifasico,"12,5",3490,220/380/440,2,60,IEC 132,36,140,"111,80",SEM,2 X 20 + 2 X 21 (COBRE) - 10.5002.010 + 10.5002.008,25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000004,drive-download-20260403T124026Z-3-001_224929\605029715.pdf,,4,trifasico,"12,5",1750,220/380/440,4,60,IEC 132,48,150,"148,60 FLAMADO",SEM,6 X 22 (COBRE) - 10.5002.009,25:25,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000005,drive-download-20260403T124026Z-3-001_224929\605041001.pdf,,5,trifasico,1/3,3583,180,4,120,IEC 63,24,40mm,"56,40",SEM,1 X 24 (COBRE) - 10.5002.002,94:94,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0
000006,drive-download-20260403T124026Z-3-001_224929\605058006.pdf,,6,trifasico,1,1740,220/380,4,60,IEC 80,36,75,"81,40","81,40",1 X 25 + 1 X 26 (COBRE) - 10.5002.003 + 10.5002.004,60/60/60,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000007,drive-download-20260403T124026Z-3-001_224929\605060004.pdf,,7,trifasico,1/2,1680,220/380,4,60,NEMA 42,,70,"68,00",SEM,1 X 24,120:120,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000008,drive-download-20260403T124026Z-3-001_224929\605061007.pdf,,8,trifasico,"1,5",3420,220/380,2,60,,24,70,"61,40","61,40",2 X 23,60:60,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000009,drive-download-20260403T124026Z-3-001_224929\605064006.pdf,,9,trifasico,1,3380,220/380,2,60,NEMA 42,24,70,"57,90",SEM,1 X 24 + 1 X 25 (COBRE),64,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000010,drive-download-20260403T124026Z-3-001_224929\605065007.pdf,,10,trifasico,"1,5",1730,220/380,4,60,IEC 80,36,95,"81,40",SEM,2 X 24,45/45/45,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000011,drive-download-20260403T124026Z-3-001_224929\605065008.pdf,,11,trifasico,2,1740,220/380,4,60,,36,100,"89,40",SEM,1 X 22 + 1 X 23 (COBRE) - 10.5002.009 + 10.5002.001,38/38,1:8/10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000012,drive-download-20260403T124026Z-3-001_224929\605066008.pdf,,12,trifasico,2,3380,220/380,2,60,IEC 80,24,80,"61,40 FLAMADO",SEM,1 X 22 + 1 X 23 (COBRE) - 10.5002.009 + 10.5002.001,52:52,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000013,drive-download-20260408T000443Z-3-001_253069\BOBI.PDF,,13,trifasico,,,220/127,4,60,,,90,,,2X#16 Al,16:17:16,,#16 Cu,2:17:16,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.90,1
000014,drive-download-20260408T000443Z-3-001_253069\Esquema Eletrico Geradores Branco.pdf,,14,outro,,,110V / 220V,,,,,,,20,,,,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
