id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano,categoria,notas,campos_obrig_faltando,alertas_criticos_A,audit_normalizacao_rastreavel,audit_warnings_A,audit_outlier_mecanico,audit_outlier_trace_note,diametro_mm_original_auditor,diametro_mm_normalizado,espiras_principal_original_auditor,espiras_auxiliar_original_auditor,espiras_principal_normalizada,espiras_auxiliar_normalizada,audit_espiras_trace_note,gemini_falhou,gemini_erro_resumo
000001,drive-download-20260403T124026Z-3-001_224929\605028115.pdf,,1,trifasico,"12,5",2900,220/380/440,2,50,IEC 132,36,150,111.80 FLAMADO,SEM,2 X 20 + 2 X 21 (COBRE),25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0,VERDE_COM_ALERTA,"A*:A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",1,,,,111.80 FLAMADO,,25:25:25,,,,,0,
000002,drive-download-20260403T124026Z-3-001_224929\605028315.pdf,,2,trifasico,"12,5",3490,380/660,2,60,IEC 132,36,,"111,80",SEM,2 X 20 (COBRE) - 10.5002.010,43:43:43,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_COM_ALERTA,"A*:A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,,,,"111,80",,43:43:43,,,,,0,
000003,drive-download-20260403T124026Z-3-001_224929\605028715.pdf,,3,trifasico,"12,5",3490,220/380/440,2,60,IEC 132,36,140,"111,80",SEM,2 X 20 + 2 X 21 (COBRE) - 10.5002.010 + 10.5002.008,25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0,VERDE_COM_ALERTA,"A*:A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,,,,"111,80",,25:25:25,,,,,0,
000004,drive-download-20260403T124026Z-3-001_224929\605029715.pdf,,4,trifasico,"12,5",1750,220/380/440,4,60,IEC 132,48,150,"148,60 FLAMADO",SEM,6 X 22 (COBRE) - 10.5002.009,25:25,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_COM_ALERTA,"A*:A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,"A07_potencia_decimal_sem_evidencia_frac_potencia_cv=12,5",,,,,"148,60 FLAMADO",,25:25,,,,,0,
000005,drive-download-20260403T124026Z-3-001_224929\605041001.pdf,,5,trifasico,1/3,3583,180,4,120,IEC 63,24,40mm,"56,40",SEM,1 X 24 (COBRE) - 10.5002.002,94:94,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0,VERDE_COM_ALERTA,A*:A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=3583,,A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=3583,,,,,"56,40",,94:94,,,,,0,
000006,drive-download-20260403T124026Z-3-001_224929\605042282.pdf,,6,monofasico,2,1720,110-127/220-254,4,60,NEMA 56,32,130,"97,10",10.5038.009 CP 378/454UF 110VAC C/TERM,2 X 18 (COBRE),10:18:21,1:4:6:8,1 X 18 (COBRE),7:9:30,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"97,10",,10:18:21,7:9:30,,,,0,
000007,drive-download-20260403T124026Z-3-001_224929\605042298.pdf,,7,monofasico,1/3,1700,127,4,60,IEC 63,24,55,"56,40",10.5005.108 CP 35UF 250VAC C/ TERMINAL,1 X 22 (COBRE) - 10.5002.009,36:58,1:4:6,1 X 23 (COBRE) - 10.5002.001,28:72,1:4:6,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"56,40",,36:58,28:72,,,,0,
000008,drive-download-20260403T124026Z-3-001_224929\605042303.pdf,,8,monofasico,3/4,3450,127/220,2,60,NEMA 48,24,,"71,70",10.5005.070 CP 50UF 250VAC C/FIO 100MM,2 X 20 (ALUMINIO) - 10.5025.003,30:32:42:42,1:6:8:10:12,1 X 19 (ALUMINIO) - 10.5025.006,14:18:32:34,1:6:8:10:12,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"71,70",,30:32:42:42,14:18:32:34,,,,0,
000009,drive-download-20260403T124026Z-3-001_224929\605042304.pdf,,9,trifasico,3/4,3385,220/380,2,60,NEMA 48,24,40,"71,70",SEM,1 X 22 (COBRE) - 10.5002.009,100:100,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"71,70",,100:100,,,,,0,
000010,drive-download-20260403T124026Z-3-001_224929\605042306.pdf,,10,monofasico,1/2,1710,110-127/220-254,4,60,NEMA 48,32,60,"81,40",10.5038.006 MINI CP 340/408UF 110VAC C/TERM,1 X 19 (COBRE) - 10.5002.011,20:42:48,1:4:6:8,1 X 19 (ALUMINIO) - 10.5025.006,10:13:38,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"81,40",,20:42:48,10:13:38,,,,0,
000011,drive-download-20260403T124026Z-3-001_224929\605042308.pdf,,11,monofasico,1/3,1735,110-127/220-254,4,60,NEMA 48,24,50,"81,40",10.5038.001 MINI CP 216/259UF 110VAC C/TERMINAL,1 X 20 (COBRE) - 10.5002.010,22:46:60,1:4:6:8,1 X 20 (ALUMINIO) - 10.5025.003,15:22:44,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"81,40",,22:46:60,15:22:44,,,,0,
000012,drive-download-20260403T124026Z-3-001_224929\605042310.pdf,,12,monofasico,3/4,1710,110-127/220-254,4,60,NEMA 56,32,45,"97,40",378/454UF,1 X 19,14:50:52,1:4:6:8,1 X 18,16:30,1:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"97,40",,14:50:52,16:30,,,,0,
000013,drive-download-20260403T124026Z-3-001_224929\605042319.pdf,,13,monofasico,1/3,1720,110-127/220-254,4,60,NEMA 48,32,40,"81,40",340/408UF 110VAC,2 X 23 (COBRE),30:62:64,1:4:6:8,1 X 19 (ALUMINIO),10:32,1:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"81,40",,30:62:64,10:32,,,,0,
000014,drive-download-20260403T124026Z-3-001_224929\605042325 (2).pdf,,14,monofasico,1,1740,110-127/220-254,4,60,NEMA 56,32,75mm,"97,40",10.5038.009 CP 378/454UF 110VAC C/ TERMINAL,2 X 20 (COBRE) - 10.5002.010,16:28:33,1:4:6:8,1 X 19 (COBRE) - 10.5002.011,8:10:34,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0,VERDE_SEGURO,,,,,,,,"97,40",,16:28:33,8:10:34,,,,0,
