id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000001,drive-download-20260408T000529Z-3-001_185960\VENTILADOR 3 VELOCIDADES.pdf,,1,monofasico,,,,4,,,,16MM,46MM,2UF,32,620,4,34,435,4,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1
000002,drive-download-20260408T000511Z-3-001_428675\esquema vent. de ar.pdf,,2,monofasico,,,,8,,,24,,,,,08:20:36,1:3:5,,,1:4,AMARELO_REVISAR,faltando_obrigatorio,gemini,0.90,1
000003,drive-download-20260408T000529Z-3-001_185960\1d217467-02db-4a7f-8017-ea2f9ac0a715.jpg,,3,monofasico,,,220,,60,,,15,46,Sim,35 AWG,950,4,36 AWG,"V1-250, V2-230, V3-460",4,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1
000004,drive-download-20260408T000529Z-3-001_185960\1d9b3430-0b16-4701-b724-661974ff8b49.jpg,,4,outro,,,220,,60,,,,,PRESENTE,33 AWG,700,4,34 AWG,160:160:320,4,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1
000005,drive-download-20260408T000529Z-3-001_185960\324e6cbc-2bab-43ed-9303-2d560b1da7ec.jpg,,5,monofasico,,,,,,,,,,,,,,,,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.80,1
000006,drive-download-20260408T000529Z-3-001_185960\8bc49b76-90d1-4f38-bd2f-86cd93ad3689.jpg,,6,outro,,,127,4,60,,8,25,45,,30 AWG COBRE,445,,31 AWG COBRE,535,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1
000007,drive-download-20260408T000529Z-3-001_185960\bda2a6e0-62ba-4738-8a58-964852f4ad8d.jpg,,7,outro,,,220,,,,,30,94,,1 X 29 AWG ALUMÍNIO,390,1-4,1 X 30 COBRE,390,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1
000008,drive-download-20260408T000529Z-3-001_185960\dc81f9cf-0541-4d2d-87c5-686e9c194c01.jpg,,8,outro,,,220 VOLTS,,,,24 CANAIS,15 mm,70 mm,,AWG 30,330,6,AWG 30,170,4,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1
000009,drive-download-20260408T000529Z-3-001_185960\f837d1fb-1d86-4e42-aa6a-9eaa9c696086.jpg,,9,outro,,,,,,,,20,45,,33,700,,34,640,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.70,1
000010,drive-download-20260408T000605Z-3-001_290649\arno.jpg,,10,outro,,3500,220/380,10-12,,,,,,,23,94,,,,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.60,1
000011,drive-download-20260408T000443Z-3-001_253069\REGULADOR CR.pdf,,11,outro,,,,,,,,,,,,,,,,,VERMELHO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.20,1
000012,drive-download-20260408T000629Z-3-001_255314\bufalo 2.jpg,,12,outro,5,,220/380,4,,F700L,36,108,115,,20/19,28,8 10 12,,,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1
000013,drive-download-20260408T000629Z-3-001_255314\bufalo.jpg,,13,outro,3,1.700,220-380 440-760,4,,,36,10 cm,"9,3 cm",,18,35-36-36,8-12,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0
000014,drive-download-20260408T000629Z-3-001_255314\GE 1.jpg,,14,trifasico,"1,5",,220/380,4,,,36,58,120,,1X22,60 MC,1-8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.90,0
000015,drive-download-20260408T000629Z-3-001_255314\GE 2(1).jpg,,15,outro,"1,5",,220/380/440,4,,,36,58,120,,1X22,60 MC,1-8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.90,0
000016,drive-download-20260408T000629Z-3-001_255314\ge 2.jpg,,16,outro,1/2,,110,14,,,,77.8mm,79.8mm,,3/15 3/16,6,,,,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.60,1
000017,drive-download-20260408T000629Z-3-001_255314\GE 3.jpg,,17,outro,"0,5",,220 X 440,4,,,36,,,,1X24,100 CC,1-8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0
000018,drive-download-20260408T000629Z-3-001_255314\ge 5.jpg,,18,trifasico,3,1740,220/380,4,,,36,62,140,,20c21,22,8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0
000019,drive-download-20260408T000629Z-3-001_255314\ge 6.jpg,,19,trifasico,10,1740,220/380,4,,,36,118,140,,16,13,1:8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.75,0
000020,drive-download-20260408T000629Z-3-001_255314\ge.jpg,,20,outro,50,,220/380,2,,,36,145mm,205mm,,1/16,7,10,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0
000021,drive-download-20260408T000629Z-3-001_255314\ge4.jpg,,21,trifasico,2/4 CV,,380,4-8,,,36,105,137,,20,46,5,,,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1
000022,drive-download-20260408T000652Z-3-001_228997\siemens.jpg,,22,outro,25,3500,,,,,,,,,3/18,34,14-16-18,,,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.80,1
