id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000001,drive-download-20260403T124026Z-3-001_224929\605028115.pdf,,1,trifasico,"12,5",2900,220/380/440,2,50,IEC 132,36,150,111.80 FLAMADO,SEM,2 X 20 + 2 X 21 (COBRE),25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000002,drive-download-20260403T124026Z-3-001_224929\605028315.pdf,,2,trifasico,"12,5",3490,380/660,2,60,IEC 132,36,,"111,80",SEM,2 X 20 (COBRE) - 10.5002.010,43:43:43,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000003,drive-download-20260403T124026Z-3-001_224929\605028715.pdf,,3,trifasico,"12,5",3490,220/380/440,2,60,IEC 132,36,140,"111,80",SEM,2 X 20 + 2 X 21 (COBRE) - 10.5002.010 + 10.5002.008,25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0
000004,drive-download-20260403T124026Z-3-001_224929\605029715.pdf,,4,trifasico,"12,5",1750,220/380/440,4,60,IEC 132,48,150,"148,60",SEM,6 X 22,25:25,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000005,drive-download-20260403T124026Z-3-001_224929\605041001.pdf,,5,trifasico,1/3,3583,180,4,120,IEC 63,,,"56,40",SEM,1 X 24 (COBRE) - 10.5002.002,94:94,1:6:8,"***,***","***,***","***,***",VERDE_AUTO_GEMINI,,gemini,0.90,0
000006,drive-download-20260408T000443Z-3-001_253069\BOBI.PDF,,6,trifasico,,,220/127,4,60,,,90,,,2X#16 Al,16:17:16,,#16 Cu,2:17:16,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.90,1
000007,drive-download-20260408T000443Z-3-001_253069\Esquema Eletrico Geradores Branco.pdf,,7,outro,,,110V / 220V,,,,,,,20,,,,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000008,drive-download-20260408T000443Z-3-001_253069\EST.PDF,,8,trifasico,,,220/127,4,60,,36,,,,"1,5 mm²",,1:10,"1,0 mm²",,1:10,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.90,1
000009,drive-download-20260408T000443Z-3-001_253069\GERADOR 15 KVA (1).pdf,,9,trifasico,,,220/380,4,50 HZ,,36,165,175,,4 FIO 4x 16 cobre,17/17/17,8/10/12,1 FIO 15 cobre,15,12,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0
000010,drive-download-20260408T000443Z-3-001_253069\REGULADOR CR.pdf,,10,outro,,,,,,,,,,,,,,,,,VERMELHO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.20,1
000011,drive-download-20260408T000443Z-3-001_253069\REGULADOR EB.pdf,,11,outro,,,220V,,,,,,,,,,,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,1.00,0
000012,drive-download-20260408T000443Z-3-001_253069\REGULADOR ESCOVA.pdf,,12,outro,,,,,,,,,,,,,,,,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.90,1
000013,drive-download-20260408T000443Z-3-001_253069\ROT.PDF,,13,outro,,,,4,60,,,90,160.50,,14,170,,,,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.90,1
000014,drive-download-20260408T000443Z-3-001_253069\TC.PDF,,14,outro,,,220/127,,60,,,25,,,"12 DE Cu ESMALTADO, CLASSE H, 180°C (5,9 A/mm²)",55,,"15 DE Cu ESMALTADO, CLASSE H, 180°C (4,1 A/mm²)",140,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.90,0
