id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000003,drive-download-20260403T124026Z-3-001_224929\2cv 4p iec90 23 60hz 120x89.4 605013241 r.pdf,,3,trifasico,2,1745,220/380,4,60,IEC 90,36,,"89,40",SEM,2 X 22 (ALUMINIO) - 10.5025.002,36/36,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000004,drive-download-20260403T124026Z-3-001_224929\2cv 4p iec90 23 60hz 120x89.4 605013241.pdf,,4,trifasico,2,1745,220/380,4,60,IEC 90,36,,"89,40",SEM,2 X 22 (ALUMINIO) - 10.5025.002,36/36,1:8/10/1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0
000005,drive-download-20260403T124026Z-3-001_224929\2cv 4p iec90 24 60hz 89.4x100 605165008.pdf,,5,trifasico,2,1750,220/440,4,60,IEC 90,36,,"89,40",SEM,1 X 20,44 / 44 / 44,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0
000006,drive-download-20260403T124026Z-3-001_224929\2cv 4p nema56 12 60hz 100x97.1 605012199.pdf,,6,monofasico,2,1725,110-127/220-254,4,60,NEMA 56,32,100,"97,10",2 X 30UF 250VAC,2 X 19 (COBRE) - 10.5002.011,10:22:26,1:4:6:8,1 X 19 (COBRE) - 10.5002.011,8:16:34,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.85,0
000007,drive-download-20260403T124026Z-3-001_224929\2cv 4p nema56 12 60hz 130x97.1 605012251 r.pdf,,7,monofasico,2,1730,110-127/220-254,4,60,NEMA 56,32,130,"97,10",Permanente: 60UF 250VAC; Partida: 540/648UF 110VAC,1 X 18 (COBRE) - 10.5002.012,18:36:46,1:4:6:8,2 X 20 (COBRE) - 10.5002.010,7:10:22,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0
000008,drive-download-20260403T124026Z-3-001_224929\2cv 4p nema56 12 60hz 130x97.1 605012251.pdf,,8,monofasico,2,1730,110-127/220-254,4,60,NEMA 56,32,130,"97,10",PERMANENTE: 60UF 250VAC UL C/ TERMINAL (LIGADO NOS CABOS BRANCOS); PARTIDA: 540/648UF 110VAC C/ TERMINAL 1L (LIGADO NOS CABOS PRETOS),3 X 20 (COBRE) - 10.5002.010,9:18:23,1:4:6:8,2 X 20 (COBRE) - 10.5002.010,7:10:22,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0
000009,drive-download-20260403T124026Z-3-001_224929\2cv 4p nema56 12 60hz 97.4x100 605046033.pdf,,9,monofasico,2,1730,110-127/220-254,4,60,NEMA 56,32,100,"97,40",PERM. 60UF 250VAC; ELETR. 540/648UF 110VAC,1 X 19 (ALUMINIO),16:38:52,1:4:6:8,1 X 17 (ALUMINIO),8:12:22,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.80,0
000010,drive-download-20260403T124026Z-3-001_224929\2cv 6p iec100 23 60hz 110x97.3 605072008.pdf,,10,trifasico,2,1150,220/380,6,60,IEC 100,36,,"97,30",SEM,2 X 21 (COBRE),43,1:6,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000011,drive-download-20260403T124026Z-3-001_224929\2cv 6p iec100 234 60hz 97.5x150 606506409.pdf,,11,trifasico,2,1155,220/380/440,6,60,IEC 100,,150,"97,50",SEM,1 X 23 + 1 X 24 (COBRE) - 10.5002.001 + 10.5002.002,74,1:6,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000012,"drive-download-20260403T124026Z-3-001_224929\3,4cv 2p iec80 23 60hz 50x61.4 605015138.pdf",,12,trifasico,3/4,3475,220/380,2,60,IEC 80,24,50,"61,40",SEM,1 X 21 (ALUMINIO) - 10.5025.004,80:80,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000013,"drive-download-20260403T124026Z-3-001_224929\3,4cv 2p nema56 23 60hz 40x71.7 605015130.pdf",,13,trifasico,3/4,3480,220/380,2,60,NEMA 56,24,40mm,"71,70",SEM,2 X 24 (ALUMINIO),90:90,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000014,"drive-download-20260403T124026Z-3-001_224929\3,4cv 4p nema42 234 60hz 68.1x80 605012401.pdf",,14,trifasico,3/4,1610,220/380/440,4,60,NEMA 42,24,,68.10,SEM,1 X 26 (COBRE) - 10.5002.004,226:226,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
