id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000001,drive-download-20260403T124026Z-3-001_224929\605028115.pdf,,1,trifasico,"12,5",2900,220/380/440,2,50,IEC 132,,150,111.80,SEM,2 X 20 + 2 X 21 (COBRE) - 10.5002.010 + 10.5002.008,25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000002,drive-download-20260403T124026Z-3-001_224929\605028315.pdf,,2,trifasico,"12,5",3490,380/660,2,60,IEC 132,36,,"111,80",SEM,2 X 20 (COBRE) - 10.5002.010,43:43:43,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000003,drive-download-20260403T124026Z-3-001_224929\605028715.pdf,,3,trifasico,"12,5",3490,220/380/440,2,60,IEC 132,36,140,"111,80",SEM,2 X 20 + 2 X 21 (COBRE) - 10.5002.010 + 10.5002.008,25:25:25,1:14:16:18,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000004,drive-download-20260403T124026Z-3-001_224929\605029715.pdf,,4,trifasico,"12,5",1750,220/380/440,4,60,IEC 132,48,150,"148,60 FLAMADO",SEM,6 X 22 (COBRE) - 10.5002.009,25:25,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000005,drive-download-20260403T124026Z-3-001_224929\605041001.pdf,,5,trifasico,1/3,3583,180,4,120,IEC 63,24,40mm,"56,40",SEM,1 X 24 (COBRE) - 10.5002.002,94:94,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.85,0
000006,drive-download-20260403T124026Z-3-001_224929\605042439.pdf,,6,monofasico,1/2,1700,127/220,4,60,NEMA 48,32,,"81,40",50UF 250VAC,2 X 20 (ALUMINIO),9:21:30,1:4:6:8,1 X 19 (ALUMINIO),12:18:37,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.95,0
000007,drive-download-20260403T124026Z-3-001_224929\605042441.pdf,,7,trifasico,2,1735,220/380,4,60,IEC 90,36,100,,SEM,2 X 23 (COBRE) - 10.5002.001,41,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.80,0
000008,drive-download-20260403T124026Z-3-001_224929\605042451.pdf,,8,trifasico,1/2,1680,220,4,60,,24,70,"68,00",SEM,1 X 24,120:120,1:6:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000009,drive-download-20260403T124026Z-3-001_224929\605042463.pdf,,9,monofasico,3/4,1330 / 1650,127/220,4,50/60,NEMA 48,32,75,"81,40",50UF,2 X 18 (ALUMINIO) - 10.5025.012,8:16:21,1:4:6:8,1 X 19 (ALUMINIO) - 10.5025.006,12:16:36,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0
000010,drive-download-20260403T124026Z-3-001_224929\605042465.pdf,,10,monofasico,1/3,1700,127/220,4,60,IEC 63,24,55,"56,40",30UF,2 X 24,34:48,1:4:6,1 X 24,28:96,1:4:6,VERDE_AUTO_GEMINI,,gemini,0.90,0
000011,drive-download-20260403T124026Z-3-001_224929\605042468.pdf,,11,trifasico,"1,5",1750,220/380,4,60,IEC 90,36,70,"89,40",SEM,2 X 24,50/50/50,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000012,drive-download-20260403T124026Z-3-001_224929\605042474.pdf,,12,monofasico,3,1710,220-254,4,60,NEMA 56,32,130,"97,10",VER EM OBSERVAÇÕES,2 X 18 (COBRE) - 10.5002.012,7:15:21,1:4:6:8,1 X 20 (COBRE) - 10.5002.010,18:24:46,1:4:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0
000013,drive-download-20260403T124026Z-3-001_224929\605042486.pdf,,13,monofasico,1/2,1700,220,4,60,NEMA 48,32,50,"81,40",216/259UF 110VAC,1 X 19 (ALUMINIO),22:48:50,1:4:6:8,1 X 20 (ALUMINIO),12:37,1:6:8,VERDE_AUTO_GEMINI,,gemini,0.90,0
000014,drive-download-20260403T124026Z-3-001_224929\605042501.pdf,,14,monofasico,1/4,1700,127/220,4,60,IEC 63,24,45,"56,40",20UF 250VAC,2 X 25,43:59,1:4:6,1 X 25,31:120,1:4:6,VERDE_AUTO_GEMINI,,gemini,0.85,0
