id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano
000001,drive-download-20260403T124026Z-3-001_224929\605062009.pdf,,1,trifasico,3,1740,220/380,4,60,IEC90,,120,"89,40",SEM,2 X 21 (COBRE) - 10.5002.008,29 / 29 / 29,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,1.00,0
000003,drive-download-20260403T124026Z-3-001_224929\605064007.pdf,,3,trifasico,"1,5",3420,220/380,2,60,IEC 80,24,70mm,"61,40",SEM,2 X 23 (COBRE) - 10.5002.001,60:60,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,59.00,0
000004,drive-download-20260403T124026Z-3-001_224929\605064008.pdf,,4,trifasico,2,3380,220/380,2,60,IEC 80,24,80,"61,40",SEM,1 X 22 + 1 X 23 (COBRE) - 10.5002.009 + 10.5002.001,52:52,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000005,drive-download-20260403T124026Z-3-001_224929\605064009.pdf,,5,trifasico,3,3470,220/380,2,60,IEC90,24,100,"74,20 FLAMADO",SEM,3 X 22 (COBRE) - 10.5002.009,36:36,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,1.00,0
000006,drive-download-20260403T124026Z-3-001_224929\605064010.pdf,,6,trifasico,4,3470,220/380,2,60,,,,"74,20",SEM,3 X 21 (COBRE) - 10.5002.008,29:29,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000007,drive-download-20260403T124026Z-3-001_224929\605065003.pdf,,7,trifasico,1/3,1690,220/380,4,60,,,,"56,40",SEM,1 X 26 (COBRE) - 10.5002.004,150:150,1:6:8,*.*.*,*.*.*,*.*.*,VERDE_AUTO_GEMINI,,gemini,0.90,0
000008,drive-download-20260403T124026Z-3-001_224929\605065006.pdf,,8,trifasico,1,1740,220/380,4,60,IEC 80,36,75,"81,40",SEM,1 X 25 + 1 X 26 (COBRE) - 10.5002.003 + 10.5002.004,60:60/60,1:8:10 / 1:8,***.***,***.***,***.***,VERDE_AUTO_GEMINI,,gemini,1.00,0
000011,drive-download-20260403T124026Z-3-001_224929\605065009.pdf,,11,trifasico,3,1740,220/380,4,60,IEC 90,36,,89.40 FLAMADO,SEM,2 X 21 (COBRE) - 10.5002.008,29 / 29,1:8:10 / 1:8,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000012,drive-download-20260403T124026Z-3-001_224929\605066007.pdf,,12,trifasico,"1,5",3420,220/380,2,60,IEC 80,24,70mm,"61,40",SEM,2 X 23 (COBRE) - 10.5002.001,60:60,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.90,0
000014,drive-download-20260403T124026Z-3-001_224929\605066009.pdf,,14,trifasico,3,3470,220/380,2,60,IEC 90,24,100,"74,20",SEM,3 X 22 (COBRE) - 10.5002.009,36:36,1:10:12,,,,VERDE_AUTO_GEMINI,,gemini,0.95,0
